Park Name,Type of Unit,State,Reg,Alpha,Unit,index site,Alert title list,Alert description,Alert full description,Number of alerts,Number of alerts with description,Road Closure Alert Flag
Vicksburg,National Military Park,MS,SER,VICK,1.0,https://www.nps.gov/VICK/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","[""North Union Avenue and Grant's Circle Closed "", 'Louisiana Circle Closed', 'Tour Road, Visitor Center, USS Cairo, and Restrooms are Open']","[""Due to weather related incidents, North Union Avenue and Grant's Circle are closed to vehicular and recreational traffic. Entering these areas is prohibited. A portion of Grant Avenue is open for touring."", 'Louisiana Circle is closed to vehicles and pedestrians due to slope instability. Navy Circle is open and also provides views of the Mississippi River.', 'The Visitor Center and USS Cairo are open 8:30 am to 4:30 pm daily. The tour road is open from 8:30 am to 5 pm with last entry at 4:40 pm daily. Restrooms are open. Park grounds are open sunrise to sunset daily.']",3,3,0
Virgin Islands Coral Reef,National Monument,VI,SER,VICR,1.0,https://www.nps.gov/VICR/planyourvisit/conditions.htm,[],[],[],0,0,0
Virgin Islands,National Park,VI,SER,VIIS,1.0,https://www.nps.gov/VIIS/planyourvisit/conditions.htm,"['Information', '']",['Trailhead Parking Closed for Lind Point and Caneel Hill Trail'],['The parking lot at Lind Point is currently closed due to construction. Hikers can still use the parking lot at the Cruz Bay Visitor Center to access these trails. Permits for visitor center parking spaces can be obtained at the front desk.'],2,1,0
Vietnam Veterans,Memorial,DC,NCR,VIVE,1.0,https://www.nps.gov/VIVE/planyourvisit/conditions.htm,[],[],[],0,0,0
Voyageurs,National Park,MN,MWR,VOYA,1.0,https://www.nps.gov/VOYA/planyourvisit/conditions.htm,[''],[],[],1,0,0
Washita Battlefield,National Historic Site,OK,IMR,WABA,1.0,https://www.nps.gov/WABA/planyourvisit/conditions.htm,[''],[],[],1,0,0
Walnut Canyon,National Monument,AZ,IMR,WACA,1.0,https://www.nps.gov/WACA/planyourvisit/conditions.htm,['Information'],[' Walnut Canyon National Monument Hours and Trail Information '],"['Walnut Canyon is open daily from 9:00-5:00. The Island Trail is open from 9:00-4:00 and the Rim Trail is open from 9:00-4:30. Hikers must begin the trails before their closure times. There is no access to park trails, viewpoints or facilities after hours.']",1,1,0
Waco Mammoth National Monument,Waco Mammoth National Monument,TX,IM,WACO,,https://www.nps.gov/WACO/planyourvisit/conditions.htm,[],[],[],0,0,0
Washington Monument,Washington Monument,DC,NC,WAMO,,https://www.nps.gov/WAMO/planyourvisit/conditions.htm,['Information'],['Washington Monument is closed for maintenance one day each month'],"['Closures for 2024: Wed., Jan. 3; Thurs., Feb. 1; Mon., March 4; Mon., Apr. 1; Wed., May 1; Tues., June 4; Tues., July 9; Thurs., Aug. 1; Wed., Sept. 4; Tues, Oct. 1; Wed., Nov. 6; Thurs., Dec. 5. The monument is also closed on July 4 and Dec. 25. ']",1,1,0
War In The Pacific,National Historical Park,GU,PWR,WAPA,1.0,https://www.nps.gov/WAPA/planyourvisit/conditions.htm,[''],[],[],1,0,0
Washington,Monument,DC,NCR,WASH,1.0,https://www.nps.gov/WASH/planyourvisit/conditions.htm,[],[],[],0,0,0
Weir Farm,National Historic Site,CT,NER,WEFA,1.0,https://www.nps.gov/WEFA/planyourvisit/conditions.htm,['Information'],"['Weir House, Weir Studio, Young Studio, Visitor Center, and Restrooms Closed', 'Winter Weather Information', 'No Recreational Vehicle (RV) Parking', 'Portrait Photography Requires a Permit']","['Please note starting November 1st all park buildings are closed for the season. Park grounds are open daily year-round and maps, brochures, and passport stamp are available in the parking lot kiosk. Restrooms are not available during the off-season. ', 'Park grounds remain open in snowy or icy weather, however parking areas are not cleared until 1-3 days after snowfall ends. Trails and parking lot may be icy or uncleared. Use caution if driving to the park and onsite as conditions may be hazardous.', 'Our parking lot cannot accommodate RVs or trailers. Please call the visitor center for options as we have a nearby lot for trailers to detach and are happy to help visitors in RVs plan their way to the park. RVs should NOT pull into the parking lot. ', 'Any portrait photography session (school photos, family portraits, engagement photos, etc.) requires a permit. Visit our Permits and Reservations Page for call 203-834-1896 x13 for more info. ']",1,4,0
President's Park (White House),,DC,NCR,WHHO,1.0,https://www.nps.gov/WHHO/planyourvisit/conditions.htm,"['Information', '']",['Masks are Optional in the White House Visitor Center'],"['Consistent with CDC guidance regarding areas of low transmission (Washington, DC is currently low), the wearing of masks in the White House Visitor Center is optional.']",2,1,0
Whiskeytown,National Recreation Area,CA,PWR,WHIS,1.0,https://www.nps.gov/WHIS/planyourvisit/conditions.htm,['Caution'],"['Partial Closure due to Carr Fire', 'Weather Closures ', 'Burned Area Safety Advisory']","['While most of the park has reopened after the 2018 Carr Fire, some areas are still closed for safety. Please exercise caution when hiking in areas affected by the Carr Fire. Follow this link for more information - http://tinyurl.com/66jrs8vx ', 'Open areas of the park may be closed on short notice due to concern of possible debris flows during rain events. Smaller scale landslides and flood may occur anywhere within the park during rain events. ', 'The Carr Fire has increased risks to visitors; falling trees, broken and hanging limbs, burned out stump holes, abandoned mine features, and loose rocks remain in much of the burned area. Remember to watch the ground you walk on, as well as above you.']",1,3,0
Whitman Mission,National Historic Site,WA,PWR,WHMI,1.0,https://www.nps.gov/WHMI/planyourvisit/conditions.htm,"['Information', '']",['Covid-19 Response'],['Date Posted: 3/12/2022'],2,1,0
White Sands,National Monument,NM,IMR,WHSA,1.0,https://www.nps.gov/WHSA/planyourvisit/conditions.htm,[],[],[],0,0,0
Wind Cave,National Park,SD,MWR,WICA,1.0,https://www.nps.gov/WICA/planyourvisit/conditions.htm,"['Park Closure', 'Information', '']","['Cave Tours Suspended Beginning May 1, 2024, Through September for Elevator Replacement', '10:00 am Garden of Eden Tour cancelled March 12, 2024', 'Wind Cave moves to cashless fee collection']","['Due to a complete replacement and modernization of our elevator system, tours of Wind Cave will be closed beginning May 1, 2024, and continuing through September. ', 'To allow staff to participate in the Adventures in Nature program, the 10:00 am Garden of Eden Tour on March 12, 2024 is cancelled.', 'Payments for cave tours, campground fees, as well as Interagency Passes at Wind Cave National Park, will be by credit/ debit cards or digital payments only. Cash and check payments will no longer be accepted. ']",3,3,0
President William Jefferson Clinton Birthplace Home,National Historic Site,AR,MWR,WICL,1.0,https://www.nps.gov/WICL/planyourvisit/conditions.htm,[],[],[],0,0,0
Wilson's Creek,National Battlefield,MO,MWR,WICR,1.0,https://www.nps.gov/WICR/planyourvisit/conditions.htm,"['Information', '']","['Navigation Warning', 'Occasional lane closures and traffic delays due to construction at Hwy ZZ & Farm Rd 182']","['Date Posted: 8/25/2023', 'Date Posted: 9/13/2023']",2,2,1
William Howard Taft,National Historic Site,OH,MWR,WIHO,1.0,https://www.nps.gov/WIHO/planyourvisit/conditions.htm,[''],[],[],1,0,0
Women's Rights,National Historical Park,NY,NER,WORI,1.0,https://www.nps.gov/WORI/planyourvisit/conditions.htm,[''],[],[],1,0,0
Wolf Trap National Park for the Performing Arts,,VA,NCR,WOTR,1.0,https://www.nps.gov/WOTR/planyourvisit/conditions.htm,['Information'],['Public Restroom Status'],['Restrooms are available at the Filene Center Main Gate and in the white Barn behind Ovations Restaurant. The Meadow Comfort Station (located in the Meadow behind the Filene Center) has been winterized. '],1,1,0
Wright Brothers,National Memorial,NC,SER,WRBR,1.0,https://www.nps.gov/WRBR/planyourvisit/conditions.htm,[''],[],[],1,0,0
Wrangell - St Elias,National Park & Preserve,AK,AKR,WRST,2.0,https://www.nps.gov/WRST/planyourvisit/conditions.htm,['Information'],['Park contact stations (visitor centers and ranger stations) closed in winter'],"['The national park and preserve public lands are open year-round, with limited access in winter. Visitor centers are open in summer but closed for winter between October and April. Call (907) 822-5234 or email wrst_info@nps.gov for park information']",1,1,0
Wupatki,National Monument,AZ,IMR,WUPA,1.0,https://www.nps.gov/WUPA/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['Modified Visitor Center Hours 2/29/24', 'Wupatki VC Phone Outages']","['Date Posted: 2/26/2024', 'The main phone line for the visitor center experiences occasional outages. Please call 928-856-1705 if you have trouble getting through on the main number.']",2,2,0
World War II Memorial,World War II Memorial,DC,NC,WWII,,https://www.nps.gov/WWII/planyourvisit/conditions.htm,['Information'],['Pacific Arch closed through February 23'],"['The Pacific Arch will be closed for maintenance through Feb 23. During this time, pedestrian access to the memorial is through the Atlantic Arch or ceremonial entrance on 17th Street. The accessible entrance is via the Atlantic Arch.']",1,1,0
World War I Memorial,World War I Memorial,DC,NC,WWIM,,https://www.nps.gov/WWIM/planyourvisit/conditions.htm,[],[],[],0,0,0
Yellowstone,National Park,"ID,MT,WY",IMR,YELL,1.0,https://www.nps.gov/YELL/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['Most Park Roads Open to Guided Oversnow Tours Only', 'Vehicle Entrance Reservation Not Needed']","['In winter, most roads are only open to commercially-guided snowcoach and snowmobile tours. The road between the North and Northeast entrances is the only road open year-round to regular vehicles.', 'Although an entrance pass is required to enter Yellowstone National Park, vehicle reservations are not needed. You are encouraged to purchase an entrance pass before arriving, but you may also purchase passes at any entrance station upon arrival.']",2,2,0
Yosemite,National Park,CA,PWR,YOSE,1.0,https://www.nps.gov/YOSE/planyourvisit/conditions.htm,"['Park Closure', 'Alert Locations']","['A reservation is required to drive into or through Yosemite on some dates and times April 13-Oct. 27', 'Tioga Road and Glacier Point Road are closed for the winter']","['A reservation is required from 5 am to 4 pm on some dates from April 13 through October 27, 2024. April 13–June 30: weekends and holidays only. July 1–August 16: Daily. August 17– October 27: weekends and holidays only. ', 'Tioga Road (continuation of Highway 120 through the park) and Glacier Point Road are closed for the season due to snow. They usually open in late May or June. Call 209/372-0200 (then 1, 1) for road conditions and tire chain requirements.']",2,2,1
Yukon - Charley Rivers,National Preserve,AK,AKR,YUCH,1.0,https://www.nps.gov/YUCH/planyourvisit/conditions.htm,"['Park Closure', 'Information']","['Smith Public Use Cabin Closure', 'Federal Subsistence Board Closes Fall 2023 Sheep Season in Yukon-Charley Rivers National Preserve']","['Date Posted: 10/31/2023', 'The Federal Subsistence Board (Board) approved WSA23-05 to close the sheep season to all users in Yukon-Charley Rivers National Preserve (YUCH) within Units 20E and 25C from August 10 – September 20, 2023.']",2,2,0
Yucca House,National Monument,CO,IMR,YUHO,1.0,https://www.nps.gov/YUHO/planyourvisit/conditions.htm,[],[],[],0,0,0
Zion,National Park,UT,IMR,ZION,1.0,https://www.nps.gov/ZION/planyourvisit/conditions.htm,"['Park Closure', 'Caution', 'Information', 'Alert Locations']","['Closed trail bridge at Zion Lodge (Shuttle Stop #5)', 'Weeping Rock Shuttle Bus Stop, Parking Area, and Trail Closed', 'Lower Emerald Pools Trail Closed', 'Seasonal Road Closure - Road to Lava Point and West Rim Trailhead closed', 'Seasonal Road Closure - Kolob Terrace Road past Maloney Hill closed', 'Toxic Cyanobacteria in the Virgin River and the streams of Zion National Park', 'Avoid flash floods', 'Angels Landing Pilot Permit Program', 'Camp only in campgrounds']","['To access Emerald Pools, start your hike at the Court of the Patriarchs (Shuttle Stop #4) or the Grotto (Shuttle Stop #6).\n\nThis does not affect other trailheads or the Zion Canyon Shuttle System.', 'Due to rockfall, the area near Weeping Rock is temporarily closed. Park scientists and maintenance staff are monitoring the area.', 'The Lower Emerald Pools Trail is closed under the falls due to potential falling ice. Be mindful of slippery conditions and possible falling ice throughout the park.', 'This is a regular seasonal closure, and we will remove this alert when snow melts. Lava Point Overlook is closed.', 'Kolob Terrace Road closed to non-tracked vehicles past Maloney Hill (12 miles north of SR-9) due to snow and ice.', 'Do not submerge your head in or filter drinking water from still or moving water.', 'Flash floods are a sudden increase in the depth and speed of water in rivers, streams, or washes due to rain. Flood waters carry large debris like tree trunks and boulders and can happen at any time in Zion.', 'Everyone who hikes Angels Landing needs to have a permit. Learn why you need a permit and how to get one.\n\nThis requirement does not affect entering the park or riding the park shuttle (when it is running).', 'If you camp in a vehicle in an area that is not a designated campground, you may get a citation. Learn more about opportunities to camp in Zion.']",4,9,1
