Park Alpha,Status,park alpha,park,State,region,title,description,category,relatedRoadEvents,date,Park Name,Park Full Name,Type of Unit,Reg,Column Labels
MOJA,Using TDx feed and alerts,MOJA,,CA,,"['Hart Mine Road Closed due to dangerous potential for collapse', 'Cima Road between Cima and Interstate 15 CLOSED Until Late June 2024', 'Ivanpah Road Repairs - Traffic Subject to minor delays']","['Hart Mine Road is missing several wooden culverts the burned in the 2023 York Fire. The road may appear intact but could cave in under the weight of a vehicle. Stay off of Hart Mine Road for your safety.', 'Cima Road between Kelso Cima Road in Cima and Interstate 15 along the north preserve boundary is CLOSED to all vehicles. Please do not drive around barricades, or cross this active construction zone in the Cima Dome area.', 'Mojave National Preserve Road Crews will be repairing a problematic low water crossing ~2 miles north of the Junction of Cedar Canyon Road. Minor Delays are expected.']","['Danger', 'Park Closure', 'Information']","[[{'title': 'Hart Mine Road', 'id': '09EAF34E-7380-4129-A04E-4F3AF013E1BD', 'type': 'roadevent', 'url': 'https://www.nps.gov/moja/planyourvisit/conditions.htm'}], [{'title': 'Cima Road Closed to ALL VEHICLES due to Construction', 'id': '734DA552-488D-4A3F-979D-751E95AB05CA', 'type': 'roadevent', 'url': 'https://www.nps.gov/moja/planyourvisit/conditions.htm'}], [{'title': 'Ivanpah Low Water Crossing Repair', 'id': 'DEC80F3F-5E36-4E09-9DA3-1B74F93163D1', 'type': 'roadevent', 'url': 'https://www.nps.gov/moja/planyourvisit/conditions.htm'}]]",2024-05-22,Mojave,Mojave National Preserve,National Preserve,PWR,
GUMO,Using TDx feed and alerts,GUMO,,TX,,"['Williams Ranch Road Closed', ""Devil's Hall is a Strenuous Hike""]","['The Williams Ranch Road is currently impassable and closed to public access due to unsafe conditions.', ""The hike to Devil's Hall is rated as strenuous. The portion of the route in the wash requires rock scrambling and is dangerous when wet or if water is present. The wash surface is loose gravel and rocks and may be unstable.""]","['Information', 'Caution']","[[{'title': 'Williams Ranch Road Closure', 'id': 'E22F9CF8-0208-4993-A8B3-C3E25406C972', 'type': 'roadevent', 'url': 'https://www.nps.gov/gumo/planyourvisit/conditions.htm'}], []]",2024-05-22,Guadalupe Mountains,Guadalupe Mountains National Park,National Park,IMR,
OZAR,Using TDx feed and alerts,OZAR,,MO,,['River Ferry at Akers (on State Highway K) CLOSED until further notice'],['The Akers Ferry on State Highway K will not be in service until further notice.'],['Caution'],"[[{'title': 'Akers Ferry Closure', 'id': 'B6DEFC30-C21C-4E29-A626-5FFCEA446EA8', 'type': 'roadevent', 'url': 'https://www.nps.gov/ozar/planyourvisit/conditions.htm'}]]",2024-05-22,Ozark,Ozark National Scenic Riverways,National Scenic Riverways,MWR,
BLRI,Using TDx feed and alerts,BLRI,,"NC,VA",,"['MP 238.5 - MP 248 Single Lane Closure Possible for Road Construction.', 'MP 248 - MP 249 Closed for Bridge Construction', 'Multiple road projects underway', 'Closures Due to Weather']","['Single lane closures possible for road paving and infrastructure repairs. Access to Doughton Park, including the campground and Bluffs restaurant is available via NC 18.', 'Road closed to all activity for Laurel Fork Bridge Replacement. Detour in place from MP 248 (NC 18) to MP 258.7 (Northwest Trading Post).', 'Road status information with links to project information is updated daily.', 'Temporary winter weather-related closures may be in effect along the parkway. Please check the road and facility closure page for updates to the road status.']","['Information', 'Park Closure', 'Park Closure', 'Park Closure']","[[{'title': 'MP 238.5 - MP 248 Single Lane Closure Possible for Road Construction.', 'id': '9C351538-9DC3-4586-8B55-2F592C9D3AB8', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}], [{'title': 'MP 248 - MP 249 Closed for Bridge Construction', 'id': 'AB5E8A6A-055C-4A2C-A11F-89B06AB41160', 'type': 'roadevent', 'url': 'https://www.nps.gov/blri/planyourvisit/conditions.htm'}], [], []]",2024-05-22,Blue Ridge,Blue Ridge Parkway,Parkway,SER,
OLYM,Using TDx feed and alerts,OLYM,,WA,,"['Hurricane Ridge Road Closure 5/22, 7:30 am']",['Hurricane Ridge Road closed due to snowy conditions. The road will reopen when conditions permit.'],['Park Closure'],"[[{'title': 'Hurricane Ridge Road Closure', 'id': 'C5B00398-73B9-490B-B07C-EDBD3BC26656', 'type': 'roadevent', 'url': 'https://www.nps.gov/olym/planyourvisit/conditions.htm'}]]",2024-05-22,Olympic,Olympic National Park,National Park,PWR,
CARE,Using TDx feed and alerts,CARE,,UT,,['Seasonal Canyon Closures'],"['The following are closed to the public through 8/31/2024 to protect sensitive resources: the heads of Burro Wash & Fivemile Wash continuing east 2 miles, Shinob Canyon and any route descending into Shinob, including Na-gah, Nighthawk, & Timpie.']",['Park Closure'],[[]],2024-05-22,Capitol Reef,Capitol Reef National Park,National Park,IMR,
SHEN,Using TDx feed and alerts,SHEN,,VA,,"['Red Gate Fire Road', 'Tanners Ridge Fire Road', ""Jeremy's Run Trail from the boundary""]","['Closed to vehicular traffic.', 'Closed to vehicular traffic.', ""The boundary access to Jeremy's Run Trail across private property at State Route 611 is temporarily closed by the landowner. The park trail remains open. Hikers must access Jeremy's Run from Skyline Drive. The park is working to resolve the situation.""]","['Information', 'Information', 'Information']","[[{'title': 'Red Gate Fire Road', 'id': 'B7AF53DA-FA44-4743-B579-FF81CB68EE33', 'type': 'roadevent', 'url': 'https://www.nps.gov/shen/planyourvisit/conditions.htm'}], [{'title': 'Tanners Ridge Fire Road', 'id': 'C509E46A-FE91-4AE4-9D13-9ECFEFC2F89D', 'type': 'roadevent', 'url': 'https://www.nps.gov/shen/planyourvisit/conditions.htm'}], []]",2024-05-22,Shenandoah,Shenandoah National Park,National Park,NER,
PORE,Using TDx feed and alerts,PORE,,CA,,['Palomarin Road Closure'],"['From Wednesday, May 15, 2024, through Wednesday, June 19, 2024, Palomarin Road (and Mesa Road northwest of the Commonweal entrance) will be closed weekdays from 8 am to 5 pm.']",['Park Closure'],"[[{'title': 'Palomarin Road Closure from May 15, 2024, through June 19, 2024', 'id': '8C633E42-1F09-4496-A134-93BA58E226E6', 'type': 'roadevent', 'url': 'https://www.nps.gov/pore/planyourvisit/conditions.htm'}]]",2024-05-22,Point Reyes,Point Reyes National Seashore,National Seashore,PWR,
ORPI,Using TDx feed and alerts,ORPI,,AZ,,"['West and East Border Roads closed for public safety', 'Gachado Line Camp open. Southeast border road and access roads closed', 'Pozo Nuevo Road to Bates Well Ranch High Clearance, 4-Wheel Drive Only']","['The border roads remain closed (the dirt roads directly along the border and all crossover roads leading from South Puerto Blanco Drive to the border) to all public vehicle and pedestrian traffic for public safety. South Puerto Blanco Drive remains open.', 'El Camino De Dos Republicas remains open from SR85 to Gachado Line Camp. Dos Lomitas is not accessible. The southeast border road from Lukeville Port of Entry eastward to the Santa Rosa Mountains is closed to public vehicle and pedestrian traffic.', 'High Clearance, 4-wheel drive is required from where Pozo Nuevo Road begins along South Puerto Blanch Drive to Bates Well Ranch area. The road is washed out in areas. Bates Well Ranch is still accessible from the north on Darby Well Road.']","['Park Closure', 'Park Closure', 'Caution']","[[], [{'title': 'Gachado to Dos Lomitas Closure', 'id': '26FB2023-E141-4E46-A913-0E0996048633', 'type': 'roadevent', 'url': 'https://www.nps.gov/orpi/planyourvisit/conditions.htm'}], []]",2024-05-22,Organ Pipe Cactus,Organ Pipe Cactus National Monument,National Monument,IMR,
PAGR,Only using alerts,PAGR,,NJ,,['Heavy Construction Vehicle Operations & Limited Amphitheater Accessibility'],['Heavy construction vehicles are operating through the parking lot & Lower Overlook Park - use caution & be vigilant for hazards. Lower Overlook & Amphitheater access is via stairs only for construction duration.'],['Danger'],[[]],2024-05-22,Paterson Great Falls,Paterson Great Falls National Historical Park,National Historical Park,NER,
SAGA,Only using alerts,SAGA,,NH,,['Seasonal closure of certain areas to prevent poaching'],"['The floodplain forest between the Connecticut River and NH Route 12A, north of the Blow-Me-Down Brook and forested areas on either side of Saint-Gaudens Road are closed to prevent damage from fiddlehead poaching during the months of April and May.']",['Information'],[[]],2024-05-22,Saint-Gaudens,Saint-Gaudens National Historical Park,National Historic Site,NER,
INDU,Only using alerts,INDU,,IN,,"['Portion of Calumet Trail Closed', 'Poor Trail Conditions on the Calumet Bike Trail']","['The Calumet Trail from Mineral Springs Road to SR 49 is closed April 15th through the middle of June. There will be no public access through this stretch during this time. The closure is needed to modernize the trail by raising it and paving it.', 'The section of trail from the Dune Park Train Station to East State Park Road is in very poor condition with large, deep puddles of standing water and sections with larger gravel stones. Ride this section with extreme caution.']","['Park Closure', 'Caution']","[[], []]",2024-05-22,Indiana Dunes,Indiana Dunes National Park,National Lakeshore,MWR,
GOGA,Only using alerts,GOGA,,CA,,"['Phleger Estate Miramontes Trail Closed for Public Safety January 2022 Until Trail is Replaced', 'Smith Road Trailhead Parking Lot Temporary Partial Closure April 8 - June 30, 2024', 'Auto-Theft Warning - Only Bring What You Need to the Park']","['Due to previous storm damage, the trail has been closed until the park can re-route it to a better location. Until construction of a re-route is complete, the trail will be closed.', 'Northwest portion of the parking lot off of Bunker Road in Marin Headlands will be temporarily closed. Stay out of the closure and park in the other parking spaces.', 'You can prevent vehicle break-ins in parking lots and scenic overlooks. Before leaving your car for even a short period of time: 1) Remove all valuables, 2) Lock your doors. 3) Take your cell phones and electronics with you. Read article for more details.']","['Information', 'Information', 'Caution']","[[], [], []]",2024-05-22,Golden Gate,Golden Gate National Recreation Area,National Recreation Area,PWR,
ULSG,Only using alerts,ULSG,,MO,,['GPS Navigation Systems'],"[""GPS navigation systems often misdirect visitors driving to Ulysses S. Grant National Historic Site. GPS systems often route visitors to our back gate, or to the entrance for Grant's Farm (not affiliated with the NPS). Please visit our directions page.""]",['Information'],[[]],2024-05-22,Ulysses S Grant,Ulysses S. Grant National Historic Site,National Historic Site,MWR,
MIMA,Only using alerts,MIMA,,MA,,['Trail Closures on Battle Road Trail'],['Battle Road Trail between Olive Stow Boardwalk to Shadyside Avenue and Lexington Road is closed until late Spring 2024. This will allow for the completion of a trail re-route. Entering closures is prohibited. Please plan accordingly.'],['Park Closure'],[[]],2024-05-22,Minute Man,Minute Man National Historical Park,National Historical Park,NER,
MORA,Only using alerts,MORA,,WA,,"['Always check signs on closed road gates before recreating; roads closed to all use if work underway.', 'Paradise Road Status: Road open 24 hours, weather dependent.']","['Closed roads may be open to non-motorized vehicles like bicycles. CHECK SIGNS on closed road gates before proceeding. During snow plowing operations or when otherwise posted, park roads are closed to all use, including hiking, bicycling, skiing, etc.', 'Regular nightly closure of the gate to Paradise at Longmire has ended for the season. The road can still close at any time due to weather/road conditions. All vehicles are still required to carry tire chains until May 1.']","['Caution', 'Park Closure']","[[], []]",2024-05-22,Mount Rainier,Mount Rainier National Park,National Park,PWR,
SAMO,Only using alerts,SAMO,,CA,,['Franklin Canyon Park is Closed until further notice.'],['Franklin Canyon Park is CLOSED until further notice at both entrances. Park is CLOSED to all vehicles and pedestrians at both entrances due to hazardous conditions.'],['Park Closure'],[[]],2024-05-22,Santa Monica Mountains,Santa Monica Mountains National Recreation Area,National Recreation Area,PWR,
